idade,principio_ativo,quantidade_vendida,ano
1,AZITROMICINA DI-HIDRATADA,1,2020
23,AZITROMICINA DI-HIDRATADA,1,2020
39,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
2,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
1,AZITROMICINA DI-HIDRATADA,1,2020
67,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
90,AZITROMICINA DI-HIDRATADA,1,2020
26,AZITROMICINA DI-HIDRATADA,1,2020
19,AZITROMICINA DI-HIDRATADA,1,2020
7,AZITROMICINA DI-HIDRATADA,1,2020
2,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
8,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
7,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
78,AZITROMICINA DI-HIDRATADA,1,2020
75,AZITROMICINA DI-HIDRATADA,1,2020
4,AZITROMICINA DI-HIDRATADA,1,2020
10,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
7,AZITROMICINA DI-HIDRATADA,1,2020
61,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
64,AZITROMICINA DI-HIDRATADA,1,2020
27,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
26,AZITROMICINA DI-HIDRATADA,1,2020
84,AZITROMICINA DI-HIDRATADA,1,2020
17,AZITROMICINA DI-HIDRATADA,1,2020
5,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
22,AZITROMICINA DI-HIDRATADA,1,2020
59,AZITROMICINA DI-HIDRATADA,1,2020
70,AZITROMICINA DI-HIDRATADA,1,2020
69,AZITROMICINA DI-HIDRATADA,1,2020
66,AZITROMICINA DI-HIDRATADA,1,2020
67,AZITROMICINA DI-HIDRATADA,1,2020
3,AZITROMICINA DI-HIDRATADA,1,2020
81,AZITROMICINA DI-HIDRATADA,1,2020
22,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
60,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
1,AZITROMICINA DI-HIDRATADA,1,2020
43,AZITROMICINA DI-HIDRATADA,1,2020
17,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
50,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
60,AZITROMICINA DI-HIDRATADA,1,2020
64,AZITROMICINA DI-HIDRATADA,1,2020
63,AZITROMICINA DI-HIDRATADA,1,2020
63,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
58,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
26,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
57,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
68,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
23,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
39,AZITROMICINA DI-HIDRATADA,1,2020
67,AZITROMICINA DI-HIDRATADA,1,2020
6,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
10,AZITROMICINA DI-HIDRATADA,1,2020
22,AZITROMICINA DI-HIDRATADA,1,2020
55,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
39,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
10,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
11,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
1,AZITROMICINA DI-HIDRATADA,1,2020
86,AZITROMICINA DI-HIDRATADA,1,2020
57,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
87,AZITROMICINA DI-HIDRATADA,1,2020
23,AZITROMICINA DI-HIDRATADA,1,2020
72,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
31,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
31,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
26,AZITROMICINA DI-HIDRATADA,1,2020
78,AZITROMICINA DI-HIDRATADA,1,2020
27,AZITROMICINA DI-HIDRATADA,1,2020
59,AZITROMICINA DI-HIDRATADA,1,2020
15,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
55,AZITROMICINA DI-HIDRATADA,1,2020
50,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
59,AZITROMICINA DI-HIDRATADA,1,2020
23,AZITROMICINA DI-HIDRATADA,1,2020
58,AZITROMICINA DI-HIDRATADA,1,2020
20,AZITROMICINA DI-HIDRATADA,1,2020
23,AZITROMICINA DI-HIDRATADA,1,2020
19,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
64,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
27,AZITROMICINA DI-HIDRATADA,1,2020
39,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
9,AZITROMICINA DI-HIDRATADA,1,2020
46,AZITROMICINA DI-HIDRATADA,1,2020
67,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
74,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
55,AZITROMICINA DI-HIDRATADA,1,2020
1,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
6,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
59,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
13,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
3,AZITROMICINA DI-HIDRATADA,1,2020
20,AZITROMICINA DI-HIDRATADA,1,2020
75,AZITROMICINA DI-HIDRATADA,1,2020
27,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
57,AZITROMICINA DI-HIDRATADA,1,2020
26,AZITROMICINA DI-HIDRATADA,1,2020
15,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
85,AZITROMICINA DI-HIDRATADA,1,2020
5,AZITROMICINA DI-HIDRATADA,1,2020
27,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
43,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
20,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
18,AZITROMICINA DI-HIDRATADA,1,2020
12,AZITROMICINA DI-HIDRATADA,1,2020
74,AZITROMICINA DI-HIDRATADA,1,2020
76,AZITROMICINA DI-HIDRATADA,1,2020
7,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
62,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
56,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
31,AZITROMICINA DI-HIDRATADA,1,2020
22,AZITROMICINA DI-HIDRATADA,1,2020
85,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
2,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
5,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
43,AZITROMICINA DI-HIDRATADA,1,2020
23,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
48,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
58,AZITROMICINA DI-HIDRATADA,1,2020
69,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
39,AZITROMICINA DI-HIDRATADA,1,2020
27,AZITROMICINA DI-HIDRATADA,1,2020
60,AZITROMICINA DI-HIDRATADA,1,2020
77,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
48,AZITROMICINA DI-HIDRATADA,1,2020
60,AZITROMICINA DI-HIDRATADA,1,2020
8,AZITROMICINA DI-HIDRATADA,1,2020
58,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
11,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
0,AZITROMICINA DI-HIDRATADA,1,2020
64,AZITROMICINA DI-HIDRATADA,1,2020
45,AZITROMICINA DI-HIDRATADA,1,2020
1,AZITROMICINA DI-HIDRATADA,1,2020
46,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
42,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
7,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
65,AZITROMICINA DI-HIDRATADA,1,2020
9,AZITROMICINA DI-HIDRATADA,1,2020
3,AZITROMICINA DI-HIDRATADA,1,2020
67,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
75,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
26,AZITROMICINA DI-HIDRATADA,1,2020
69,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
70,AZITROMICINA DI-HIDRATADA,1,2020
72,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
50,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
66,AZITROMICINA DI-HIDRATADA,1,2020
16,AZITROMICINA DI-HIDRATADA,1,2020
75,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
21,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
12,AZITROMICINA DI-HIDRATADA,1,2020
80,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
10,AZITROMICINA DI-HIDRATADA,1,2020
62,AZITROMICINA DI-HIDRATADA,1,2020
23,AZITROMICINA DI-HIDRATADA,1,2020
63,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
46,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
82,AZITROMICINA DI-HIDRATADA,1,2020
59,AZITROMICINA DI-HIDRATADA,1,2020
41,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
42,AZITROMICINA DI-HIDRATADA,1,2020
66,AZITROMICINA DI-HIDRATADA,1,2020
8,AZITROMICINA DI-HIDRATADA,1,2020
14,AZITROMICINA DI-HIDRATADA,1,2020
74,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
22,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
9,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
13,AZITROMICINA DI-HIDRATADA,1,2020
31,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
64,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
16,AZITROMICINA DI-HIDRATADA,1,2020
78,AZITROMICINA DI-HIDRATADA,1,2020
65,AZITROMICINA DI-HIDRATADA,1,2020
83,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
39,AZITROMICINA DI-HIDRATADA,1,2020
31,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
45,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
65,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
16,AZITROMICINA DI-HIDRATADA,1,2020
2,AZITROMICINA DI-HIDRATADA,1,2020
45,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
72,AZITROMICINA DI-HIDRATADA,1,2020
43,AZITROMICINA DI-HIDRATADA,1,2020
15,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
50,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
48,AZITROMICINA DI-HIDRATADA,1,2020
48,AZITROMICINA DI-HIDRATADA,1,2020
57,AZITROMICINA DI-HIDRATADA,1,2020
66,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
58,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
21,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
3,AZITROMICINA DI-HIDRATADA,1,2020
83,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
19,AZITROMICINA DI-HIDRATADA,1,2020
15,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
72,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
7,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
56,AZITROMICINA DI-HIDRATADA,1,2020
70,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
45,AZITROMICINA DI-HIDRATADA,1,2020
46,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
78,AZITROMICINA DI-HIDRATADA,1,2020
55,AZITROMICINA DI-HIDRATADA,1,2020
65,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
58,AZITROMICINA DI-HIDRATADA,1,2020
43,AZITROMICINA DI-HIDRATADA,1,2020
4,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
72,AZITROMICINA DI-HIDRATADA,1,2020
50,AZITROMICINA DI-HIDRATADA,1,2020
57,AZITROMICINA DI-HIDRATADA,1,2020
20,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
22,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
75,AZITROMICINA DI-HIDRATADA,1,2020
62,AZITROMICINA DI-HIDRATADA,1,2020
42,AZITROMICINA DI-HIDRATADA,1,2020
68,AZITROMICINA DI-HIDRATADA,1,2020
63,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
88,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
3,AZITROMICINA DI-HIDRATADA,1,2020
58,AZITROMICINA DI-HIDRATADA,1,2020
43,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
56,AZITROMICINA DI-HIDRATADA,1,2020
41,AZITROMICINA DI-HIDRATADA,1,2020
46,AZITROMICINA DI-HIDRATADA,1,2020
31,AZITROMICINA DI-HIDRATADA,1,2020
80,AZITROMICINA DI-HIDRATADA,1,2020
41,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
4,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
5,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
2,AZITROMICINA DI-HIDRATADA,1,2020
42,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
39,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
8,AZITROMICINA DI-HIDRATADA,1,2020
67,AZITROMICINA DI-HIDRATADA,1,2020
4,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
9,AZITROMICINA DI-HIDRATADA,1,2020
54,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
56,AZITROMICINA DI-HIDRATADA,1,2020
26,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
40,AZITROMICINA DI-HIDRATADA,1,2020
8,AZITROMICINA DI-HIDRATADA,1,2020
27,AZITROMICINA DI-HIDRATADA,1,2020
43,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
59,AZITROMICINA DI-HIDRATADA,1,2020
51,AZITROMICINA DI-HIDRATADA,1,2020
61,AZITROMICINA DI-HIDRATADA,1,2020
31,AZITROMICINA DI-HIDRATADA,1,2020
16,AZITROMICINA DI-HIDRATADA,1,2020
8,AZITROMICINA DI-HIDRATADA,1,2020
70,AZITROMICINA DI-HIDRATADA,1,2020
3,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
62,AZITROMICINA DI-HIDRATADA,1,2020
42,AZITROMICINA DI-HIDRATADA,1,2020
58,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
20,AZITROMICINA DI-HIDRATADA,1,2020
74,AZITROMICINA DI-HIDRATADA,1,2020
43,AZITROMICINA DI-HIDRATADA,1,2020
20,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
11,AZITROMICINA DI-HIDRATADA,1,2020
60,AZITROMICINA DI-HIDRATADA,1,2020
69,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
16,AZITROMICINA DI-HIDRATADA,1,2020
56,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
38,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
50,AZITROMICINA DI-HIDRATADA,1,2020
9,AZITROMICINA DI-HIDRATADA,1,2020
60,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
29,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
57,AZITROMICINA DI-HIDRATADA,1,2020
56,AZITROMICINA DI-HIDRATADA,1,2020
49,AZITROMICINA DI-HIDRATADA,1,2020
64,AZITROMICINA DI-HIDRATADA,1,2020
32,AZITROMICINA DI-HIDRATADA,1,2020
34,AZITROMICINA DI-HIDRATADA,1,2020
55,AZITROMICINA DI-HIDRATADA,1,2020
33,AZITROMICINA DI-HIDRATADA,1,2020
20,AZITROMICINA DI-HIDRATADA,1,2020
27,AZITROMICINA DI-HIDRATADA,1,2020
30,AZITROMICINA DI-HIDRATADA,1,2020
9,AZITROMICINA DI-HIDRATADA,1,2020
17,AZITROMICINA DI-HIDRATADA,1,2020
78,AZITROMICINA DI-HIDRATADA,1,2020
5,AZITROMICINA DI-HIDRATADA,1,2020
60,AZITROMICINA DI-HIDRATADA,1,2020
22,AZITROMICINA DI-HIDRATADA,1,2020
72,AZITROMICINA DI-HIDRATADA,1,2020
21,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
10,AZITROMICINA DI-HIDRATADA,1,2020
14,AZITROMICINA DI-HIDRATADA,1,2020
18,AZITROMICINA DI-HIDRATADA,1,2020
21,AZITROMICINA DI-HIDRATADA,1,2020
20,AZITROMICINA DI-HIDRATADA,1,2020
6,AZITROMICINA DI-HIDRATADA,1,2020
80,AZITROMICINA DI-HIDRATADA,1,2020
26,AZITROMICINA DI-HIDRATADA,1,2020
82,AZITROMICINA DI-HIDRATADA,1,2020
12,AZITROMICINA DI-HIDRATADA,1,2020
62,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
48,AZITROMICINA DI-HIDRATADA,1,2020
10,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
36,AZITROMICINA DI-HIDRATADA,1,2020
35,AZITROMICINA DI-HIDRATADA,1,2020
63,AZITROMICINA DI-HIDRATADA,1,2020
53,AZITROMICINA DI-HIDRATADA,1,2020
81,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
63,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
69,AZITROMICINA DI-HIDRATADA,1,2020
44,AZITROMICINA DI-HIDRATADA,1,2020
39,AZITROMICINA DI-HIDRATADA,1,2020
62,AZITROMICINA DI-HIDRATADA,1,2020
21,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
98,AZITROMICINA DI-HIDRATADA,1,2020
41,AZITROMICINA DI-HIDRATADA,1,2020
69,AZITROMICINA DI-HIDRATADA,1,2020
47,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
3,AZITROMICINA DI-HIDRATADA,1,2020
61,AZITROMICINA DI-HIDRATADA,1,2020
57,AZITROMICINA DI-HIDRATADA,1,2020
37,AZITROMICINA DI-HIDRATADA,1,2020
52,AZITROMICINA DI-HIDRATADA,1,2020
11,AZITROMICINA DI-HIDRATADA,1,2020
69,AZITROMICINA DI-HIDRATADA,1,2020
24,AZITROMICINA DI-HIDRATADA,1,2020
42,AZITROMICINA DI-HIDRATADA,1,2020
45,AZITROMICINA DI-HIDRATADA,1,2020
25,AZITROMICINA DI-HIDRATADA,1,2020
89,AZITROMICINA DI-HIDRATADA,1,2020
28,AZITROMICINA DI-HIDRATADA,1,2020
18,AZITROMICINA DI-HIDRATADA,1,2020
60,AZITROMICINA DI-HIDRATADA,1,2020
48,AZITROMICINA DI-HIDRATADA,1,2020
